geo_aggregation_level,from,to,weight
1,115113,311119,0.2571428571428571
1,115115,311119,0.27555555555555555
1,115116,311119,0.2585034013605442
1,115210,311119,0.2881144990665837
1,212312,311119,0.24353741496598638
1,212321,311119,0.2862108922363847
1,221210,311119,0.24897959183673468
1,236220,311119,0.267027027027027
1,237110,311119,0.2577927548441449
1,237130,311119,0.2452193475815523
1,237310,311119,0.24646464646464647
1,238110,311119,0.2785315243415802
1,238140,311119,0.2514450867052023
1,238160,311119,0.24789410348977137
1,238170,311119,0.2754098360655738
1,238220,311119,0.24530168150346193
1,238290,311119,0.2541766109785203
1,238350,311119,0.24532535527299926
1,311224,311225,0.2712765957446808
1,311225,311230,0.2867132867132867
1,311511,311513,0.24701195219123506
1,112000,311611,0.24529411764705883
1,115112,311611,0.25363825363825365
1,115113,311611,0.2764811490125673
1,115116,311611,0.2767857142857143
1,311119,311611,0.2965986394557823
1,311119,311612,0.26666666666666666
1,311611,311612,0.26750448833034113
1,114112,311710,0.27790973871733965
1,114119,311710,0.3172043010752688
1,236117,311811,0.24112734864300625
1,236118,311811,0.2453769559032717
1,238120,311811,0.2549317147192716
1,238140,311811,0.24470134874759153
1,238150,311811,0.2488619119878604
1,238160,311811,0.2611311672683514
1,238170,311811,0.24016393442622952
1,238310,311811,0.25500667556742324
1,238320,311811,0.2666025024061598
1,238330,311811,0.25332068311195444
1,238340,311811,0.30994152046783624
1,114111,312120,0.24316109422492402
1,115310,312120,0.24444444444444444
1,212321,312120,0.2607184241019699
1,236115,312120,0.25128865979381443
1,236118,312120,0.2716927453769559
1,237310,312120,0.2606060606060606
1,238130,312120,0.2433920704845815
1,238140,312120,0.25337186897880537
1,238150,312120,0.2735562310030395
1,238160,312120,0.259927797833935
1,238220,312120,0.24629080118694363
1,238310,312120,0.2750333778371162
1,238320,312120,0.26082771896053897
1,238330,312120,0.24857685009487665
1,238340,312120,0.28362573099415206
1,238350,312120,0.24906507105459985
1,311811,312120,0.30804248861911987
1,113210,312130,0.2494802494802495
1,312120,312130,0.33890577507598785
1,312120,312140,0.29027355623100304
1,312130,312140,0.26195426195426197
1,212313,313210,0.24725274725274726
1,313210,313230,0.2857142857142857
1,314120,314910,0.25813953488372093
1,236117,314999,0.24425887265135698
1,238150,314999,0.25196850393700787
1,311811,314999,0.2564491654021244
1,312120,314999,0.270516717325228
1,314120,314999,0.28717948717948716
1,314910,314999,0.26837606837606837
1,315210,315250,0.3047945205479452
1,315210,315990,0.2621951219512195
1,316110,316990,0.2649164677804296
1,111000,321113,0.26158536585365855
1,112000,321113,0.2876470588235294
1,113110,321113,0.4038876889848812
1,113210,321113,0.24406047516198703
1,113310,321113,0.5654718361375274
1,114210,321113,0.3281893004115226
1,115112,321113,0.273042273042273
1,115115,321113,0.29888888888888887
1,115210,321113,0.33229620410703176
1,115310,321113,0.5183585313174947
1,212321,321113,0.2894168466522678
1,221122,321113,0.3250336473755047
1,221310,321113,0.3065279091769158
1,236115,321113,0.36662371134020616
1,236117,321113,0.35177453027139877
1,236118,321113,0.35561877667140823
1,236220,321113,0.27213822894168466
1,237110,321113,0.2872788542544229
1,237130,321113,0.29265658747300216
1,237310,321113,0.30303030303030304
1,237990,321113,0.3171247357293869
1,238110,321113,0.2897047086991221
1,238130,321113,0.3142548596112311
1,238140,321113,0.3304431599229287
1,238160,321113,0.2602591792656587
1,238170,321113,0.3360655737704918
1,238190,321113,0.3136094674556213
1,238210,321113,0.2678185745140389
1,238220,321113,0.26112759643916916
1,238290,321113,0.2526997840172786
